Suchbegriff,Titel,Beruf,Arbeitgeber,Ort,Region,Land,PLZ,Veröffentlicht am,Eintrittsdatum,URL
Data Scientist,Data Scientist,Data Scientist,ÖBB-Business Competence Center GmbH,Wien,Wien,Österreich,1020,2025-01-23,2025-05-24,https://jobs.ams.at/public/emps/jobs/uuid/b8a33077-d9f4-36be-b452-7b3959c1ca71
Data Scientist,Data Scientist,Data Scientist,XXXLdigital Linz,"Linz, Donau",Oberösterreich,Österreich,4020,2024-12-19,2025-05-23,https://jobs.ams.at/public/emps/jobs/uuid/66f932ea-61ba-32bb-a5d1-41809bb21ccd
Data Scientist,Data Scientist / Data Engineer (m/w/d),Data Scientist,Franz Kessler GmbH,Bad Buchau,Baden-Württemberg,Deutschland,88422,2025-05-27,2025-05-31,https://www.jobexport.de/job/4784268.html?exp=144&cid=js-bc_7245
Data Scientist,Data Scientist Marketing (m/w/d),Data Scientist,Dr. Ausbüttel & Co. GmbH,Dortmund,Nordrhein-Westfalen,Deutschland,44149,2025-05-27,2025-05-28,https://www.persy.jobs/persy/l/job-fquns-b
Data Scientist,Data Scientist (m/w/d)  - Geldanlage,Data Scientist,CHECK24,München,Bayern,Deutschland,80636,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fj9zr-b
Data Scientist,(Senior) Data Scientist (m/w/d),Data Scientist,Hyand Group,Köln,Nordrhein-Westfalen,Deutschland,50667,2025-05-26,2025-05-26,https://www.yourfirm.de/job/detail/20250518-27682130/?utm_campaign=free&utm_source=bundesagentur&utm_medium=unpaid-partner
Data Scientist,Senior Data Scientist (m/w/d),Data Scientist,FindYou Consulting GmbH,Berlin,Berlin,Deutschland,10178,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fqrnr-b
Data Scientist,Data Consultant (m/w/d),Data Scientist,zeb,Berlin,Berlin,Deutschland,10117,2025-05-21,2025-06-21,https://studyflix.de/jobs/angebote/377792?l=704353&utm_source=ba
Data Scientist,Data Engineer (m/w/d),Data Scientist,BioNTech SE,Mainz am Rhein,Rheinland-Pfalz,Deutschland,55131,2025-05-14,2025-05-20,https://www.jobvector.de/job/data-engineer-8b30288733d75940/?utm_source=arbeitsagentur&utm_medium=partner&utm_campaign=tmcfdae_job_jid228662&utm_content=b2c&utm_term=tmf8eca_uicff191db
Data Scientist,Data Scientist (m/w/d),Informatiker/in,Universitätsklinikum Aachen AöR,Aachen,Nordrhein-Westfalen,Deutschland,52074,2025-05-08,2025-05-16,https://www.jobvector.de/job/data-scientist-47c0b8d06e844e38/?utm_source=arbeitsagentur&utm_medium=partner&utm_campaign=tmcfdae_job_jid228451&utm_content=b2c&utm_term=tmf8eca_uic0dc7e4e
Data Scientist,Senior Data Scientist (m/w/d),Softwareentwickler/in,Steadforce,München,Bayern,Deutschland,80686,2025-05-01,2025-05-01,https://germantechjobs.de/jobs/Steadforce-Senior-Data-Scientist-mwd?utm_source=ba_int&utm_medium=ba_int&utm_campaign=ba_int
Data Scientist,KI-Entwickler (m/w/d),Data Scientist,Northrop Grumman LITEF GmbH,Freiburg im Breisgau,Baden-Württemberg,Deutschland,79115,2025-05-27,2025-06-27,https://studyflix.de/jobs/angebote/402036?l=705947&utm_source=ba
Data Scientist,Data Scientist / Engineer (gn),Data Scientist,workidentity GmbH,Hamburg,Hamburg,Deutschland,20097,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fje0i-b
Data Scientist,Senior Data Scientist Retail (m/w/d),Data Scientist,AVANTGARDE Experts,Köln,Nordrhein-Westfalen,Deutschland,50667,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fny64-b
Data Scientist,Data Scientist (m/w/d) - Data Analytics Expert,Data Scientist,Ratbacher GmbH,Bielefeld,Nordrhein-Westfalen,Deutschland,33611,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fivts-b
Data Scientist,Spezialisten (m/w/d) Kapitalanlagen,Data Scientist,Öffentliche Versicherung Braunschweig,Braunschweig,Niedersachsen,Deutschland,38122,2025-05-22,2025-05-22,https://jobs.candooze.com/view/static/bapub/58272
Data Scientist,Referent Data Governance (m/w/d),Data Scientist,TenneT TSO GmbH,Bayreuth,Bayern,Deutschland,95448,2025-05-11,2025-05-11,https://www.jobware.de/job/055569118?jw_chl_seg=ARBEITSAGENTUR
Data Scientist,Werkstudent:in Data Science,Data Scientist,nerou GmbH,Köln,Nordrhein-Westfalen,Deutschland,50939,2025-04-24,2025-05-16,https://www.jobexport.de/job/4742205.html?exp=204&cid=1298
Data Scientist,Data Scientist (m/w/d) - Data Analytics Expert,Softwareentwickler/in,Ratbacher GmbH,Bielefeld,Nordrhein-Westfalen,Deutschland,33611,2025-03-07,2025-05-04,https://deutschland-stellenmarkt.de/job_show.php?id=bfa$bfa_11112-45419-1675762-0-S
Data Scientist,(Junior) Data Scientist (m/f/d) FinTech,Data Scientist,CHECK24,München,Bayern,Deutschland,80636,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fjd62-b
Data Scientist,Data Scientist (m/w/d) Technisches Produktmanagement Explorer,Data Scientist,CHECK24,Erfurt,Thüringen,Deutschland,99084,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fjb92-b
Data Scientist,Abteilungsleitung (m/w/d) Vertriebscontrolling und -steuerung,Data Scientist,Öffentliche Versicherung Braunschweig,Braunschweig,Niedersachsen,Deutschland,38122,2025-05-23,2025-05-23,https://jobs.candooze.com/view/static/bapub/58306
Data Scientist,Data Scientist Optical Spectroscopy (w/m/d),Forschungs- und Entwicklungsingenieur/in,Analytik Jena GmbH+Co. KG,Jena,Thüringen,Deutschland,07745,2025-05-20,2025-05-20,https://thaff-thueringen.de/Stellenangebote/data-scientist-optical-spectroscopy-w-m-d
Data Scientist,Data Scientist mit Schwerpunkt Machine Learning (d/m/w),Data Scientist,Haufe Group SE,Freiburg im Breisgau,Baden-Württemberg,Deutschland,79106,2025-05-15,2025-05-15,https://jobs.jobspreader.com/viewjob-8gckk?utm_source=jsba-premium&utm_medium=n-a&utm_campaign=it&utm_term=data-scientist-mit-schwerpunkt-machine-learning-d-m-w
Data Scientist,(Junior) Data Scientist / Machine Learning Engineer (m/w/d),Data Scientist,WeMatch.,Köln,Nordrhein-Westfalen,Deutschland,50667,2025-05-27,2025-05-28,https://www.persy.jobs/persy/l/job-fqup3-b
Data Scientist,Applikationsbetreuung (w/m/d) Business Warehouse,Data Scientist,Universitätsklinikum Ulm,,,Deutschland,,2025-04-08,2025-10-01,https://deutschland-stellenmarkt.de/job_show.php?id=bfa$bfa_11112-3762-1683594-0-S
Data Scientist,"Junior Data Scientist (m/w/d) Reise, Leipzig",Data Scientist,CHECK24,Leipzig,Sachsen,Deutschland,04105,2025-04-01,2025-05-08,https://www.finest-jobs.com/Stellenanzeige/Junior-Data-Scientist-D-Reise-969324?cp=BA
Data Scientist,Data Scientist / Machine Learning Engineer (m/w/d) Mobilfunk,Data Scientist,CHECK24,Köln,Nordrhein-Westfalen,Deutschland,50672,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fj9lc-b
Data Scientist,(Junior) Data Scientist (m/f/d) - Credit Card,Data Scientist,CHECK24,München,Bayern,Deutschland,80636,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fi1u4-b
Data Scientist,Projektmanager im IT- und Data Science-Umfeld (m/w/d),Data Scientist,SHBB/LBV - Digital GmbH,Kiel,Schleswig-Holstein,Deutschland,24103,2025-05-26,2025-05-26,https://www.yourfirm.de/job/detail/20250517-27760046/?utm_campaign=free&utm_source=bundesagentur&utm_medium=unpaid-partner
Data Scientist,"(Senior) Data Scientist (f/m/d),München,Hamburg",Data-Warehouse-Analyst/in,Ipsos GmbH,Hamburg,Hamburg,Deutschland,20097,2025-05-22,2025-05-22,https://www.finest-jobs.com/Stellenanzeige/Senior-Data-Scientist-F-M-D-1130272?cp=BA
Data Scientist,Consultant AI & Education (w/m/d) AI Academy,Data Scientist,statworx,Frankfurt am Main,Hessen,Deutschland,60314,2025-05-19,2025-05-23,https://www.jobexport.de/job/4771792.html?exp=81&cid=fea43ae1-cf70-4335-a13a-3ad1898c09f1
Data Scientist,(Junior) Data Scientist (m/w/d) – Fokus auf Large Lang ...,Data Scientist,CHECK24,"Augsburg, Bayern",Bayern,Deutschland,,2025-05-16,2025-05-16,https://jobboard.onapply.de/listing/302904?source=arbeitsagentur
Data Scientist,Werkstudent:in im Bereich Data Science für Telematik,Data Scientist,HUK-COBURG Versicherungsgruppe,Coburg,Bayern,Deutschland,96450,2025-05-15,2025-05-15,https://www.kalaydo.de/jobs/15222590/?utm_id=ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=000&campaign=ba
Data Scientist,Data Scientist and Process Mining Architect,Data Scientist,Processand GmbH,München,Bayern,Deutschland,80337,2025-05-14,2025-05-18,https://www.jobexport.de/job/4769299.html?exp=81&cid=c65de1dd-778c-4f94-9520-1dd82b4c1f67
Data Scientist,Senior Data Analyst - KI & Automatisierung (m/w/d),Data Scientist,Thermengruppe Josef Wund,"Sinsheim, Elsenz",Baden-Württemberg,Deutschland,74889,2025-05-14,2025-05-18,https://www.jobexport.de/job/4767671.html?exp=81&cid=d7d871e3-2955-48ae-bb8d-9cf21db0180e
Data Scientist,Senior  Data  Analyst - KI & Automatisierung (m/w/d),Data Scientist,Thermengruppe Josef Wund,Euskirchen,Nordrhein-Westfalen,Deutschland,53879,2025-05-14,2025-05-18,https://www.jobexport.de/job/4767669.html?exp=81&cid=f15c9a41-7383-4db8-8ca2-a7517f392f4c
Data Scientist,"(Junior) Data Scientist (m/f/d) FinTech, München",Data Scientist,CHECK24,München,Bayern,Deutschland,80636,2025-05-12,2025-05-12,https://www.finest-jobs.com/Stellenanzeige/Junior-Data-Scientist-M-F-D-Fintech-1126226?cp=BA
Data Scientist,(Senior) Process Intelligence Consultant (m/w/d),Data Scientist,ORBIS SE,München,Bayern,Deutschland,80331,2025-04-29,2025-05-24,https://jobs.jobspreader.com/viewjob-dthfs?utm_source=jsba-premium&utm_medium=n-a&utm_campaign=consulting&utm_term=senior-process-intelligence-consultant-m-w-d
Data Scientist,"Data Scientist (m/w/d) Technisches Produktmanagement Explorer, Erfurt",Data Scientist,CHECK24,Erfurt,Thüringen,Deutschland,99084,2025-04-08,2025-05-06,https://www.finest-jobs.com/Stellenanzeige/Data-Scientist-D-Technisches-Produktmanagement-Exp-1114146?cp=BA
Data Scientist,Digital Transformation Engineer - Data Science (m/w/d),Data Scientist,BASF SE,Ludwigshafen am Rhein,Rheinland-Pfalz,Deutschland,67059,2025-01-07,2025-05-13,https://jobs.jobspreader.com/viewjob-5ndsh?utm_source=jsba&utm_medium=n-a&utm_campaign=it&utm_term=digital-transformation-engineer-data-science-m-w-d
Data Scientist,National Instruments Dresden GmbH: Principal Data Scientist,Data Scientist,National Instruments Dresden GmbH,Dresden,Sachsen,Deutschland,01099,2025-05-20,2025-05-26,https://www.empfehlungsbund.de/job/280183
Data Scientist,National Instruments Dresden GmbH: Chief Data Scientist,Data Scientist,National Instruments Dresden GmbH,Dresden,Sachsen,Deutschland,01099,2025-05-20,2025-05-20,https://www.empfehlungsbund.de/job/280189
Data Scientist,Junior Consultant AI & Education (w/m/d) AI Academy,Data Scientist,statworx,Frankfurt am Main,Hessen,Deutschland,60314,2025-05-19,2025-05-23,https://www.jobexport.de/job/4771797.html?exp=81&cid=89c704af-7c03-4c62-903b-13f6639881f8
Data Scientist,Consultant Project Manager (w/m/d) AI Solutions,Data Scientist,statworx,Frankfurt am Main,Hessen,Deutschland,60314,2025-05-19,2025-05-23,https://www.jobexport.de/job/4771793.html?exp=81&cid=2d731669-6f1b-45c3-9057-6a0110634d68
Data Scientist,"Data Scientist / Machine Learning Engineer (m/w/d) Mobilfunk, Köln",Data Scientist,CHECK24,Köln,Nordrhein-Westfalen,Deutschland,50672,2025-05-05,2025-05-05,https://www.finest-jobs.com/Stellenanzeige/Data-Scientist-Machine-Learning-Engineer-D-Mobilfu-1088286?cp=BA
Data Scientist,Data Science Intern (m/f/d) / AI Forge,Data Scientist,CHECK24,München,Bayern,Deutschland,80636,2025-05-05,2025-05-05,https://jobboard.onapply.de/listing/301973?source=arbeitsagentur
Data Scientist,Lead Data Scientist (f/m/d) AI and Forecasting,Softwareentwickler/in,BMG RIGHTS MANAGEMENT GmbH - Corporate,Berlin,Berlin,Deutschland,10117,2025-05-05,2025-05-05,https://germantechjobs.de/jobs/BMG-RIGHTS-MANAGEMENT-GmbH---Corporate-Lead-Data-Scientist-fmd-AI-and-Forecasting?utm_source=ba_int&utm_medium=ba_int&utm_campaign=ba_int
Data Scientist,"Prompt Engineer / Data Scientist (m/w/d), Frankfurt",KI-Prompter,LORENZ  Life Sciences Group,Frankfurt am Main,Hessen,Deutschland,60489,2025-03-25,2025-05-22,https://www.finest-jobs.com/Stellenanzeige/Prompt-Engineer-Data-Scientist-D-1108343?cp=BA
Data Scientist,"Senior Expert*in Konfigurations- und Datenmanagement (w/m/d), Fürstenfeldbruck",Data Scientist,ESG Elektroniksystem- und Logistik-GmbH,Fürstenfeldbruck,Bayern,Deutschland,82256,2025-03-12,2025-05-07,https://www.finest-jobs.com/Stellenanzeige/Senior-Expertin-Konfigurations-Und-Datenmanagement-1078251?cp=BA
Data Scientist,(Senior) Consultant Data Science Time-Series & Forecasting (w/m/d),Data Scientist,statworx,Frankfurt am Main,Hessen,Deutschland,60314,2025-05-14,2025-05-18,https://www.jobexport.de/job/4767539.html?exp=81&cid=0ab1bbb6-4bbe-4169-9284-865a19257466
Data Scientist,"Data Science Intern (m/f/d) / AI Forge, München",Data Scientist,CHECK24,München,Bayern,Deutschland,80636,2025-04-30,2025-04-30,https://www.finest-jobs.com/Stellenanzeige/Data-Science-Intern-M-F-D-Ai-Forge-1121801?cp=BA
Data Scientist,"Junior Data Scientist (m/f/d) Machine Learning InsurTech, Frankfurt",Data Scientist,CHECK24,Frankfurt am Main,Hessen,Deutschland,60327,2025-03-25,2025-04-30,https://www.finest-jobs.com/Stellenanzeige/Junior-Data-Scientist-M-F-D-Machine-Learning-Insur-1108220?cp=BA
Data Scientist,"Werkstudent im Bereich Data Operations (m/w/d),Wiesbaden,Frankfurt am Main",Data Scientist,Institutional Investment Group,Frankfurt am Main,Hessen,Deutschland,60327,2025-03-12,2025-05-07,https://www.finest-jobs.com/Stellenanzeige/Werkstudent-Im-Bereich-Data-Operations-D-1013309?cp=BA
Data Scientist,(Junior) Data Scientist (m/w/d) – Fokus auf Large Language Models (LLMs) und GenAI Mietwagen,Data Scientist,CHECK24,"Augsburg, Bayern",Bayern,Deutschland,86150,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fjh0p-b
Data Scientist,"Data Analyst (Business Intelligence) (m/w/d)  Vollzeit/Teilzeit in Leipzig, singularIT GmbH",Data Scientist,singularIT GmbH,,,Deutschland,,2025-05-06,2025-06-01,https://www.finest-jobs.com/Stellenanzeige/Data-Analyst-Business-Intelligence-D-Vollzeit-Teil-1123612?cp=BA
Data Scientist,NTT DATA Business Solutions Global Managed Services GmbH: Data Migration Lead SAP (w/m/d),Data Scientist,NTT DATA Business Solutions Global Managed Services GmbH,Berlin,Berlin,Deutschland,10625,2025-05-20,2025-05-20,https://www.empfehlungsbund.de/job/177987
Data Scientist,NTT DATA Business Solutions Global Managed Services GmbH: Data Migration Developer SAP (w/m/d),Data Scientist,NTT DATA Business Solutions Global Managed Services GmbH,Hamburg,Hamburg,Deutschland,20097,2025-05-20,2025-05-20,https://www.empfehlungsbund.de/job/242008
Data Scientist,"(Junior) Data Scientist (m/w/d) - Fokus auf Large Language Models (LLMs) und GenAI Miet..., Augsburg",Data Scientist,CHECK24,"Augsburg, Bayern",Bayern,Deutschland,86150,2025-05-14,2025-05-14,https://www.finest-jobs.com/Stellenanzeige/Junior-Data-Scientist-D-Fokus-Auf-Large-Language-M-1126797?cp=BA
Data Scientist,"(Junior) Generativer KI Entwickler (m/w/d) Fokus auf Large Language Models - Profis, Berlin",Data Scientist,CHECK24,Berlin,Berlin,Deutschland,10179,2025-05-20,2025-05-20,https://www.finest-jobs.com/Stellenanzeige/Junior-Generativer-Ki-Entwickler-D-Fokus-Auf-Large-1095211?cp=BA
Data Scientist,"Haema AG: Data Protection Manager (DSGVO) / Datenschutzkoordinator Voll- oder Teilzeit, befristet 1,",Data Scientist,Haema AG,Leipzig,Sachsen,Deutschland,04109,2025-05-20,2025-05-20,https://www.empfehlungsbund.de/job/280588
Data Scientist,"(Junior) Generative AI Engineer (m/w/d) - Fokus auf Large Language Models (LLMs) AurumCars, München",Data Scientist,CHECK24,München,Bayern,Deutschland,80636,2025-05-20,2025-05-20,https://www.finest-jobs.com/Stellenanzeige/Junior-Generative-Ai-Engineer-D-Fokus-Auf-Large-La-1095642?cp=BA
Data Scientist,NTT DATA Business Solutions Global Managed Services GmbH: Junior SAP Berater:in Electronic Data Inte,Data Scientist,NTT DATA Business Solutions Global Managed Services GmbH,Köln,Nordrhein-Westfalen,Deutschland,51063,2025-05-20,2025-05-20,https://www.empfehlungsbund.de/job/265351
Data Scientist,"(Senior) Data Scientist (Python) (m/w/d), Kaufering, Hauswiesenstraße",Kfm. Ass./Wirtschaftsassistent/in - DV/Rechnungswesen,Corpuls,Kaufering,Bayern,Deutschland,86916,2025-03-21,2025-05-18,https://www.finest-jobs.com/Stellenanzeige/Senior-Data-Scientist-Python-D-1107266?cp=BA
Data Scientist,"Data Scientist Marketing (m/w/d), Dortmund",Betriebswirt/in (Fachschule) - Abs./Mark./B. Prof. Wirtsch.,Dr. Ausbüttel & Co. GmbH,Dortmund,Nordrhein-Westfalen,Deutschland,44149,2025-01-16,2025-05-22,https://www.finest-jobs.com/Stellenanzeige/Data-Scientist-Marketing-D-1079042?cp=BA
Operations Manager,Events Operations Manager (m/w/d),Event-Manager/in,Hotel Bayerischer Hof,München,Bayern,Deutschland,80333,2025-05-26,2025-05-27,https://www.hogapage.de/jobs/operationsmanager-event-in-m%C3%BCnchen/D06N9I-BK7/?hp_source=api-arbeitsamt&utm_medium=API&utm_source=arbeitsamt
Operations Manager,Backoffice Manager (m/w/d),Operations Manager/in,DIS AG,Stuttgart,Baden-Württemberg,Deutschland,70174,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fiw3t-b
Operations Manager,Operations Manager National (m/w/d),Operations Manager/in,ID Logistics,"Griesheim, Hessen",Hessen,Deutschland,64347,2025-05-21,2025-07-01,https://jobboard.compleet.com/?externalId=4248978643
Operations Manager,Betriebsleiter/in (m/w/d),Operations Manager/in,proCommendo GmbH & Co. KG,Stuttgart,Baden-Württemberg,Deutschland,70173,2025-05-21,2025-05-21,https://www.jobblitz.de/JobAd/15391592/?campaign=jb_ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=free
Operations Manager,Legal Operations Manager (m/w/d),Jurist/in,Osborne Clarke,Hamburg,Hamburg,Deutschland,20359,2025-05-20,2025-05-27,https://www.job.fish/heyrecruit/72254_9182_682b399970717?utm_campaign=heyrecruit-multiposting&utm_source=bundesagentur&utm_medium=kostenloses-multiposting
Operations Manager,Betriebsleiter (m/w/d),Operations Manager/in,Die Jugendherbergen in Rheinland-Pfalz und im Saarland,Diez,Rheinland-Pfalz,Deutschland,65582,2025-05-19,2025-05-19,https://www.koblenzer-jobanzeiger.de/job/detail/20250514-REG27756686/?utm_campaign=free&utm_source=bundesagentur&utm_medium=unpaid-partner
Operations Manager,Betriebsleiter (w/m/d),Operations Manager/in,Dula-Werke Dustmann & Co. GmbH,Vreden,Nordrhein-Westfalen,Deutschland,48691,2025-05-15,2025-05-15,https://www.kalaydo.de/jobs/15247292/?utm_id=ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=000&campaign=ba
Operations Manager,Betriebsleiter(m/w/d),Operations Manager/in,Gramoflor GmbH & Co. KG,Vechta,Niedersachsen,Deutschland,49377,2025-05-15,2025-05-15,https://www.kalaydo.de/jobs/15258132/?utm_id=ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=000&campaign=ba
Operations Manager,Legal Operations Manager (m/w/d),Jurist/in,Osborne Clarke,Berlin,Berlin,Deutschland,10117,2025-05-13,2025-05-27,https://www.job.fish/heyrecruit/71645_9183_683538c3f3282?utm_campaign=heyrecruit-multiposting&utm_source=bundesagentur&utm_medium=kostenloses-multiposting
Operations Manager,Operations Manager (m/w/d) Kontraktlogistik,Operations Manager/in,ID Logistics,Diemelstadt,Hessen,Deutschland,34474,2025-05-13,2025-06-15,https://jobboard.compleet.com/?externalId=4225489943
Operations Manager,Office & Operations Manager (m/w/d),Supply-Chain-Manager/in,Page Personnel Deutschland,München,Bayern,Deutschland,,2025-05-16,2025-05-16,https://www.haveanicejob.de/stellenanzeige/537786?utm_source=BA&utm_medium=organic&utm_campaign=Page+Personnel
Operations Manager,IT Operations Manager:in (m/w/d),IT-Manager/in,STRABAG BRVZ GmbH & Co. KG,Stuttgart,Baden-Württemberg,Deutschland,70567,2025-05-06,2025-05-12,https://www.jobware.de/job/055343734?jw_chl_seg=ARBEITSAGENTUR
Operations Manager,Betriebsleiter (m/w/d),Operations Manager/in,Die Jugendherbergen in Rheinland-Pfalz und im Saarland (Zentrale),Bad Marienberg (Westerwald),Rheinland-Pfalz,Deutschland,56470,2025-05-12,2025-05-12,https://www.stellenanzeigen.de/job/detail/15211662/?utm_id=ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=000&campaign=ba
Operations Manager,Legal Operations Manager (m/w/d),Jurist/in,Osborne Clarke,München,Bayern,Deutschland,80335,2025-05-08,2025-05-27,https://www.job.fish/heyrecruit/71358_9181_682ea14445b0a?utm_campaign=heyrecruit-multiposting&utm_source=bundesagentur&utm_medium=kostenloses-multiposting
Operations Manager,E-Commerce Operations Manager (m/w/d),E-Commerce-Manager/in,Aktiv-Schuh Handelsgesellschaft mbH,Berlin,Berlin,Deutschland,12489,2025-05-27,2025-05-27,https://deinjob.de/jobmanager-arbeitsagentur/491216903?utm_source=arbeitsagentur&utm_medium=arbeitsagentur
Operations Manager,IT Operations Manager (m/d/w),IT-Manager/in,EXXETA AG,Dresden,Sachsen,Deutschland,01067,2025-03-22,2025-05-21,https://jobs.jobspreader.com/viewjob-6m7az?utm_source=jsba-premium&utm_medium=n-a&utm_campaign=it&utm_term=it-operations-manager-m-d-w
Operations Manager,HR Operations Manager (m/f/d),Operations Manager/in,European Semiconductor Manufacturing Company,Dresden,Sachsen,Deutschland,01067,2025-05-27,2025-05-28,https://www.persy.jobs/persy/l/job-fqurj-b
Operations Manager,Betriebsleiter im Catering (m/w/d),Operations Manager/in,Klüh Catering GmbH,"Münster, Westfalen",Nordrhein-Westfalen,Deutschland,48145,2025-05-26,2025-05-26,https://www.muensteraner-jobanzeiger.de/job/detail/20250522-REG27780798/?utm_campaign=free&utm_source=bundesagentur&utm_medium=unpaid-partner
Operations Manager,Operations Coordinator (m/f/x),Operations Manager/in,Burda Principal Investments,Berlin,Berlin,Deutschland,10178,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fjgrw-b
Operations Manager,Warehouse Operations Manager (m/w/d),Leiter/in - Lagerwirtschaft,TechnoCargo Logistik GmbH u. Co. KG,Wülfrath,Nordrhein-Westfalen,Deutschland,42489,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fjdw2-b
Operations Manager,Operations Manager (m/w/d) Air & Ocean,Operations Manager/in,pioneers4partner GmbH,"Langenhagen, Han",Niedersachsen,Deutschland,30851,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fja2v-b
Operations Manager,Warehouse Operations Manager (m/w/d),Leiter/in - Lagerwirtschaft,GIS Personallogistik GmbH - Neuss,Wülfrath,Nordrhein-Westfalen,Deutschland,42489,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fj914-b
Operations Manager,PMO Specialist (m/w/d),Operations Manager/in,az GmbH Personalberatung,Berlin,Berlin,Deutschland,10117,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fpkct-b
Operations Manager,Freight Operations Manager in der Logistik (m/w/d),Leiter/in - Logistik,Workwise GmbH,Paderborn,Nordrhein-Westfalen,Deutschland,33100,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fqioq-b
Operations Manager,Application Manager (m/w/d) im Operations Team Zentralfunktionssysteme,Application-Engineer/-Manager/in,SIGNAL IDUNA,Dortmund,Nordrhein-Westfalen,Deutschland,44139,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fjga8-b
Operations Manager,Betriebsleitung (m/w/d) Bioabfallvergärungsanlage,Operations Manager/in,MVV Biogas GmbH,Bernburg (Saale),Sachsen-Anhalt,Deutschland,06406,2025-05-23,2025-05-23,https://www.kalaydo.de/jobs/15400560/?utm_id=ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=000&campaign=ba
Operations Manager,Transformationsmanager Programmleitung (m/w/d),Operations Manager/in,ekom21 - KGRZ Hessen,"Kassel, Hessen",Hessen,Deutschland,34134,2025-05-23,2025-05-23,https://www.kasseler-jobanzeiger.de/job/detail/20250522-REG27921036/?utm_campaign=free&utm_source=bundesagentur&utm_medium=unpaid-partner
Operations Manager,(Senior) Logistik Manager (m/w/d),Operations Manager/in,ID Logistics,"Estorf, Weser",Niedersachsen,Deutschland,31629,2025-05-21,2025-06-01,https://jobboard.compleet.com/?externalId=4248816012
Operations Manager,Operations Manager Zmart / EPR (m/w/d),Operations Manager/in,Zentek Services GmbH & Co. KG,Köln,Nordrhein-Westfalen,Deutschland,51149,2025-05-19,2025-05-23,https://www.jobexport.de/job/4774210.html?exp=81&cid=78bfb599-5c14-481e-b78d-2b6c9f822a7d
Operations Manager,Technische Betriebsleitung (m/w/d),Operations Manager/in,Nardini Klinikum GmbH,"Zweibrücken, Pfalz",Rheinland-Pfalz,Deutschland,66482,2025-05-19,2025-05-19,https://www.stellenanzeigen.de/job/detail/15373016/?utm_id=ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=000&campaign=ba
Operations Manager,Application Manager (m/w/d) im Operations Team Zentralfunktionssysteme,Application-Engineer/-Manager/in,SIGNAL IDUNA Gruppe,Dortmund,Nordrhein-Westfalen,Deutschland,44139,2025-05-19,2025-05-19,https://www.stellenanzeigen.de/job/detail/15373121/?utm_id=ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=000&campaign=ba
Operations Manager,Betriebsleiter (m/w/d) - Pflastersteinherstellung,Operations Manager/in,BERDING BETON GmbH,"Gehrden, Han",Niedersachsen,Deutschland,30989,2025-05-15,2025-05-15,https://www.kalaydo.de/jobs/15185127/?utm_id=ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=000&campaign=ba
Operations Manager,Kaufmännischer Betriebsleiter (m/w/d),Operations Manager/in,Augustin Entsorgung Holding GmbH,Meppen,Niedersachsen,Deutschland,49716,2025-05-15,2025-05-15,https://www.kalaydo.de/jobs/15126257/?utm_id=ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=000&campaign=ba
Operations Manager,HR Manager (m/w/d) People Operations,Personalsachbearbeiter/in,Galileo Global Education Germany GmbH,München,Bayern,Deutschland,,2025-05-12,2025-05-12,https://jobboard.onapply.de/listing/299940?source=arbeitsagentur
Operations Manager,Case Manager IP Operations (m/w/d),Patentanwaltsfachangestellte/r,BASF SE,Limburgerhof,Rheinland-Pfalz,Deutschland,67117,2025-04-26,2025-05-21,https://jobs.jobspreader.com/viewjob-d334e?utm_source=jsba&utm_medium=n-a&utm_campaign=rechtswesen&utm_term=case-manager-ip-operations-m-w-d
